Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Key
TNA iMPACT!,2008,Fighting,0.22,0.12,0.0,0.06,0.41,TNAiMP08Fig
TNA iMPACT: Cross the Line,2010,Fighting,0.05,0.0,0.0,0.0,0.05,TNAiMPCrotheLin10Fig
TNA iMPACT: Cross the Line,2010,Fighting,0.05,0.0,0.0,0.0,0.05,TNAiMPCrotheLin10Fig
TNN Motor Sports Hardcore 4x4,1996,Racing,0.73,0.5,0.0,0.09,1.31,TNNMotSpoHar4x496Rac
TOCA 2: Touring Cars,1998,Racing,0.03,1.16,0.02,0.11,1.32,TOC2:TouCar98Rac
TOCA Race Driver 2,2004,Racing,0.03,0.01,0.0,0.0,0.04,TOCRacDri204Rac
TOCA Race Driver 2: Ultimate Racing Simulator,2004,Racing,0.03,0.02,0.0,0.01,0.06,TOCRacDri2:UltRacSim04Rac
TOCA Race Driver 2: Ultimate Racing Simulator,2004,Racing,0.09,0.03,0.0,0.0,0.13,TOCRacDri2:UltRacSim04Rac
TOCA Race Driver 2: Ultimate Racing Simulator,2005,Racing,0.0,0.25,0.0,0.0,0.26,TOCRacDri2:UltRacSim05Rac
TOCA Race Driver 3,2006,Racing,0.0,0.02,0.0,0.0,0.02,TOCRacDri306Rac
TOCA Race Driver 3,2006,Racing,0.03,0.01,0.0,0.0,0.03,TOCRacDri306Rac
TOCA Race Driver 3,2006,Racing,0.04,0.03,0.0,0.01,0.08,TOCRacDri306Rac
TOCA Touring Car Championship,1997,Racing,0.07,2.0,0.02,0.18,2.28,TOCTouCarCha97Rac
TOEIC Test Training DS,2007,Misc,0.0,0.0,0.17,0.0,0.17,TOETesTraDS07Mis
TRINITY: Souls of Zill O'll,2010,Role-Playing,0.06,0.03,0.03,0.02,0.14,TRISouofZilO'l10Rol
TRON: Evolution - Battle Grids,2010,Racing,0.18,0.03,0.0,0.02,0.23,TROEvo-BatGri10Rac
TRON: Evolution,2010,Action,0.12,0.04,0.0,0.01,0.18,TROEvo10Act
TRON: Evolution,2010,Action,0.09,0.02,0.0,0.02,0.13,TROEvo10Act
TRON: Evolution,2010,Action,0.06,0.0,0.0,0.0,0.07,TROEvo10Act
TRON: Evolution,2010,Action,0.27,0.1,0.0,0.05,0.43,TROEvo10Act
TRON: Evolution,2010,Action,0.24,0.05,0.0,0.02,0.31,TROEvo10Act
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,2010,Fighting,0.0,0.0,0.05,0.0,0.05,TVAniFaiTalGekMadKes10Fig
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,2015,Action,0.0,0.0,0.02,0.0,0.02,TVAniIdoCinGirG4UPacVol15Act
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,2015,Action,0.0,0.0,0.02,0.0,0.02,TVAniIdoCinGirG4UPacVol15Act
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,2015,Action,0.0,0.0,0.02,0.0,0.02,TVAniIdoCinGirG4UPacVol15Act
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,2015,Action,0.0,0.0,0.02,0.0,0.02,TVAniIdoCinGirG4UPacVol15Act
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,2015,Action,0.0,0.0,0.02,0.0,0.02,TVAniIdoCinGirG4UPacVol15Act
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,2015,Adventure,0.0,0.0,0.02,0.0,0.02,TVAniIdoCinGirG4UPacVol15Adv
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,2015,Misc,0.0,0.0,0.02,0.0,0.02,TVAniIdoCinGirG4UPacVol15Mis
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,2016,Misc,0.0,0.0,0.02,0.0,0.02,TVAniIdoCinGirG4UPacVol16Mis
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,2016,Misc,0.0,0.0,0.02,0.0,0.02,TVAniIdoCinGirG4UPacVol16Mis
TV Show King Party,2008,Puzzle,0.18,0.41,0.0,0.08,0.67,TVShoKinPar08Puz
TV Superstars,2010,Misc,0.07,0.13,0.0,0.05,0.25,TVSup10Mis
TV Total Events,2011,Misc,0.0,0.02,0.0,0.0,0.03,TVTotEve11Mis
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,2006,Misc,0.0,0.0,0.05,0.0,0.05,TabnoYubKaiDS:DSSer1Tha06Mis
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,2006,Misc,0.0,0.0,0.05,0.0,0.05,TabnoYubKaiDS:DSSer2Chu06Mis
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,2006,Misc,0.0,0.0,0.06,0.0,0.06,TabnoYubKaiDS:DSSer3Kan06Mis
Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,2006,Misc,0.0,0.0,0.09,0.0,0.09,TabnoYubKaiDS:DSSer4Ame06Mis
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,2006,Misc,0.0,0.0,0.04,0.0,0.04,TabnoYubKaiDS:DSSer5Deu06Mis
Tactics Layer: Ritina Guard Senki,2009,Strategy,0.0,0.0,0.01,0.0,0.01,TacLayRitGuaSen09Str
Tactics Ogre: Let Us Cling Together,2010,Role-Playing,0.15,0.07,0.27,0.05,0.53,TacOgrLetUsCliTog10Rol
Tactics Ogre: Let Us Cling Together,1995,Role-Playing,0.0,0.0,0.71,0.0,0.71,TacOgrLetUsCliTog95Rol
Tactics Ogre: The Knight of Lodis,2001,Role-Playing,0.13,0.05,0.31,0.01,0.5,TacOgrTheKniofLod01Rol
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,2009,Adventure,0.0,0.0,0.03,0.0,0.03,TagAkinoAtanoTaiDaiGinOudNazAdv09Adv
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,2009,Adventure,0.0,0.0,0.03,0.0,0.03,TagAkinoAtanoTaiDaiNazSekIssRyo09Adv
Tag Team Match M.U.S.C.L.E.,1985,Fighting,0.0,0.0,1.05,0.0,1.05,TagTeaMatM.U85Fig
Tail Concerto,1998,Adventure,0.02,0.01,0.0,0.0,0.03,TaiCon98Adv
Taiko Drum Master,2004,Misc,0.1,0.08,0.0,0.03,0.2,TaiDruMas04Mis
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,2014,Action,0.0,0.0,0.31,0.0,0.31,TaiDruMasDonandKatSpaGreAdv14Act
Taiko Drum Master: Tokumori!,2014,Misc,0.0,0.0,0.11,0.0,0.11,TaiDruMasTok14Mis
Taito Legends,2005,Misc,0.06,0.04,0.0,0.01,0.11,TaiLeg05Mis
Taito Legends,2005,Misc,0.04,0.01,0.0,0.0,0.05,TaiLeg05Mis
Taito Legends 2,2006,Misc,0.01,0.01,0.0,0.0,0.02,TaiLeg206Mis
Taito Legends Power Up,2007,Action,0.05,0.0,0.0,0.0,0.05,TaiLegPowUp07Act
Taishou Moebius Line Vitable,2016,Adventure,0.0,0.0,0.02,0.0,0.02,TaiMoeLinVit16Adv
Taikou Risshiden V,2009,Strategy,0.0,0.0,0.04,0.0,0.04,TaiRisV09Str
Taiho Shichauzo!,2001,Adventure,0.0,0.0,0.05,0.0,0.05,TaiShi01Adv
Taiko no Tatsujin: Appare Sandaime,2003,Misc,0.0,0.0,0.49,0.0,0.49,TainoTatAppSan03Mis
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,2015,Misc,0.0,0.0,0.06,0.0,0.06,TainoTatAtsTomDai15Mis
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,2012,Misc,0.0,0.0,0.63,0.0,0.63,TainoTatChiDratoFusnaOrb12Mis
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,2010,Misc,0.0,0.0,0.42,0.0,0.42,TainoTatDS:DorYouDai10Mis
Taiko no Tatsujin DS: Touch de Dokodon!,2007,Misc,0.0,0.0,0.66,0.0,0.66,TainoTatDS:ToudeDok07Mis
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,2003,Misc,0.0,0.0,0.44,0.0,0.44,TainoTatDokShiDarnoHarMat03Mis
Taiko no Tatsujin: Don Don! Mystery Adventure,2016,Action,0.0,0.0,0.09,0.0,0.09,TainoTatDonDonMysAdv16Act
Taiko no Tatsujin: Go! Go! Godaime,2004,Misc,0.0,0.0,0.2,0.0,0.2,TainoTatGo!Go!God04Mis
Taiko no Tatsujin Portable 2,2006,Misc,0.0,0.0,0.05,0.0,0.05,TainoTatPor206Mis
Taiko no Tatsujin Portable DX,2011,Misc,0.0,0.0,0.38,0.0,0.38,TainoTatPorDX11Mis
Taiko no Tatsujin: Tatakon de Dodon ga Don,2002,Misc,0.0,0.0,0.76,0.0,0.76,TainoTatTatdeDodgaDon02Mis
Taiko no Tatsujin: V Version,2015,Action,0.0,0.0,0.1,0.0,0.1,TainoTatVVer15Act
Taiko no Tatsujin: Waku Waku Anime Matsuri,2003,Misc,0.0,0.0,0.2,0.0,0.2,TainoTatWakWakAniMat03Mis
Taiko no Tatsujin Wii,2008,Misc,0.0,0.0,0.67,0.0,0.67,TainoTatWii08Mis
Taiko no Tatsujin Wii: Dodon to 2 Yome!,2009,Misc,0.0,0.0,0.4,0.0,0.4,TainoTatWiiDodto2Yom09Mis
Taiko no Tatsujin Wii: Ketteiban,2011,Misc,0.0,0.0,0.39,0.0,0.39,TainoTatWiiKet11Mis
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,2010,Misc,0.0,0.0,0.3,0.0,0.3,TainoTatWiiMindePar*3-Y10Mis
Taiko no Tatsujin: Wii U Version!,2013,Misc,0.0,0.0,0.19,0.0,0.19,TainoTatWiiUVer13Mis
Tail of the Sun,1996,Role-Playing,0.01,0.01,0.0,0.0,0.02,TaioftheSun96Rol
Tak 2: The Staff of Dreams,2004,Platform,0.26,0.07,0.0,0.01,0.33,Tak2:TheStaofDre04Pla
Tak 2: The Staff of Dreams,2004,Platform,0.3,0.24,0.0,0.08,0.62,Tak2:TheStaofDre04Pla
Tak 2: The Staff of Dreams,2004,Platform,0.33,0.12,0.0,0.01,0.46,Tak2:TheStaofDre04Pla
Tak 2: The Staff of Dreams,2004,Platform,0.1,0.03,0.0,0.0,0.13,Tak2:TheStaofDre04Pla
Take A Break's: Puzzle Master,2009,Puzzle,0.0,0.15,0.0,0.01,0.16,TakABrePuzMas09Puz
Tak: Mojo Mistake,2008,Action,0.16,0.0,0.0,0.01,0.17,TakMojMis08Act
Take On Helicopters,2011,Simulation,0.0,0.02,0.0,0.01,0.03,TakOnHel11Sim
Tak: The Great Juju Challenge,2005,Platform,0.12,0.03,0.0,0.0,0.15,TakTheGreJujCha05Pla
Tak: The Great Juju Challenge,2005,Platform,0.09,0.0,0.0,0.01,0.09,TakTheGreJujCha05Pla
Tak: The Great Juju Challenge,2005,Platform,0.05,0.02,0.0,0.0,0.07,TakTheGreJujCha05Pla
Tak: The Great Juju Challenge,2005,Platform,0.12,0.05,0.0,0.0,0.17,TakTheGreJujCha05Pla
Tak and the Guardians of Gross,2008,Action,0.15,0.0,0.0,0.01,0.16,TakandtheGuaofGro08Act
Tak and the Guardians of Gross,2008,Action,0.14,0.11,0.0,0.04,0.28,TakandtheGuaofGro08Act
Tak and the Power of Juju,2003,Platform,0.39,0.15,0.0,0.01,0.55,TakandthePowofJuj03Pla
Tak and the Power of Juju,2003,Platform,0.56,0.44,0.0,0.15,1.15,TakandthePowofJuj03Pla
Tak and the Power of Juju,2003,Platform,0.31,0.08,0.0,0.01,0.4,TakandthePowofJuj03Pla
TalkMan (Japan),2005,Misc,0.0,0.0,0.18,0.0,0.18,Tal(Ja05Mis
TalkMan,2006,Misc,0.0,0.0,0.02,0.0,0.02,Tal06Mis
Tales of Berseria,2016,Role-Playing,0.0,0.0,0.11,0.0,0.11,TalofBer16Rol
Tales of Berseria,2016,Role-Playing,0.0,0.0,0.22,0.0,0.22,TalofBer16Rol
Tales of Destiny,2006,Role-Playing,0.0,0.0,0.52,0.0,0.52,TalofDes06Rol
Tales of Destiny 2,2002,Role-Playing,0.0,0.0,0.8,0.0,0.8,TalofDes202Rol
Tales of Destiny 2,2007,Role-Playing,0.0,0.0,0.12,0.0,0.12,TalofDes207Rol
Tales of Destiny,1997,Role-Playing,0.09,0.06,0.83,0.07,1.04,TalofDes97Rol
Tales of Destiny II,2000,Role-Playing,0.06,0.04,0.66,0.05,0.81,TalofDesII00Rol
Tales of Eternia,2005,Role-Playing,0.0,0.01,0.25,0.01,0.27,TalofEte05Rol
Tales of Fandom Vol.2,2007,Role-Playing,0.0,0.0,0.08,0.0,0.08,TalofFanVol07Rol
Tales of Graces,2009,Role-Playing,0.0,0.0,0.22,0.0,0.22,TalofGra09Rol
Tales of Graces f,2010,Role-Playing,0.28,0.21,0.45,0.08,1.02,TalofGraf10Rol
Tales of Hearts,2008,Role-Playing,0.0,0.0,0.24,0.0,0.24,TalofHea08Rol
Tales of Hearts,2013,Role-Playing,0.15,0.13,0.09,0.08,0.45,TalofHea13Rol
Tales of Innocence,2007,Role-Playing,0.0,0.0,0.26,0.0,0.26,TalofInn07Rol
Tales of Innocence R,2012,Role-Playing,0.0,0.0,0.1,0.0,0.1,TalofInnR12Rol
Tales of Legendia,2005,Role-Playing,0.07,0.05,0.35,0.02,0.49,TalofLeg05Rol
Tales of Phantasia (PS1 & PSP Versions),2006,Role-Playing,0.0,0.0,0.11,0.0,0.11,TalofPha(PS&PSPVer06Rol
Tales of Phantasia,2003,Role-Playing,0.08,0.03,0.17,0.01,0.29,TalofPha03Rol
Tales of Phantasia,1995,Role-Playing,0.0,0.0,0.4,0.0,0.4,TalofPha95Rol
Tales of Phantasia,1998,Role-Playing,0.0,0.0,0.54,0.04,0.58,TalofPha98Rol
Tales of Phantasia: Narikiri Dungeon X,2010,Role-Playing,0.0,0.0,0.21,0.0,0.21,TalofPhaNarDunX10Rol
Tales of Rebirth,2004,Role-Playing,0.0,0.0,0.59,0.0,0.59,TalofReb04Rol
Tales of Rebirth,2008,Role-Playing,0.0,0.0,0.07,0.0,0.07,TalofReb08Rol
Tales of Symphonia,2003,Role-Playing,0.54,0.21,0.31,0.04,1.1,TalofSym03Rol
Tales of Symphonia,2013,Role-Playing,0.21,0.13,0.13,0.06,0.54,TalofSym13Rol
Tales of Symphonia: Dawn of the New World,2008,Role-Playing,0.22,0.05,0.24,0.03,0.54,TalofSymDawoftheNewWor08Rol
Tales of VS.,2009,Fighting,0.0,0.0,0.23,0.0,0.23,TalofVS.09Fig
Tales of Vesperia,2008,Role-Playing,0.32,0.18,0.19,0.05,0.75,TalofVes08Rol
Tales of Vesperia,2009,Role-Playing,0.0,0.0,0.45,0.0,0.45,TalofVes09Rol
Tales of Xillia,2011,Role-Playing,0.29,0.19,0.67,0.09,1.24,TalofXil11Rol
Tales of Xillia 2,2012,Role-Playing,0.2,0.15,0.45,0.07,0.87,TalofXil212Rol
Tales of Zestiria,2015,Role-Playing,0.05,0.09,0.42,0.03,0.59,TalofZes15Rol
Tales of Zestiria,2015,Role-Playing,0.16,0.15,0.02,0.06,0.38,TalofZes15Rol
Tale of a Hero,2010,Adventure,0.0,0.02,0.0,0.01,0.02,TalofaHer10Adv
Tales of the Abyss,2005,Role-Playing,0.0,0.0,0.57,0.0,0.57,TaloftheAby05Rol
Tales of the Abyss,2011,Role-Playing,0.42,0.19,0.14,0.06,0.82,TaloftheAby11Rol
Tales of the Heroes: Twin Brave,2012,Role-Playing,0.0,0.0,0.13,0.0,0.13,TaloftheHerTwiBra12Rol
Tales of the Tempest,2006,Role-Playing,0.0,0.0,0.18,0.0,0.18,TaloftheTem06Rol
Tales of the World: Narikiri Dungeon 2,2002,Role-Playing,0.0,0.0,0.19,0.0,0.19,TaloftheWorNarDun202Rol
Tales of the World: Radiant Mythology,2006,Role-Playing,0.17,0.01,0.23,0.02,0.43,TaloftheWorRadMyt06Rol
Tales of the World: Radiant Mythology 2,2009,Role-Playing,0.0,0.0,0.33,0.0,0.33,TaloftheWorRadMyt209Rol
Tales of the World: Radiant Mythology 3,2011,Role-Playing,0.0,0.0,0.28,0.0,0.28,TaloftheWorRadMyt311Rol
Tales of the World: Reve Unitia,2014,Role-Playing,0.0,0.0,0.11,0.0,0.11,TaloftheWorRevUni14Rol
Tamagotchi,1996,Simulation,0.0,0.0,1.44,0.01,1.45,Tam96Sim
Tamagotchi Collection,2011,Misc,0.0,0.0,0.15,0.0,0.15,TamCol11Mis
Tamagotchi Connection: Corner Shop,2005,Simulation,0.1,0.02,1.12,0.01,1.26,TamConCorSho05Sim
Tamagotchi Connection: Corner Shop 2,2006,Simulation,0.09,0.02,0.86,0.01,0.98,TamConCorSho206Sim
Tamagotchi Connection: Corner Shop 3,2007,Simulation,0.07,0.0,0.31,0.01,0.38,TamConCorSho307Sim
Tamagotchi Party On!,2006,Misc,0.12,0.0,0.06,0.01,0.19,TamParOn!06Mis
Tamagotchi no Appare! Niji Venture,2007,Role-Playing,0.0,0.0,0.14,0.0,0.14,TamnoAppNijVen07Rol
Tamagotchi no Doki Doki Dream Omisecchi,2013,Simulation,0.0,0.0,0.03,0.0,0.03,TamnoDokDokDreOmi13Sim
Tamagotchi no KiraKira Omisecchi,2008,Misc,0.0,0.0,0.22,0.0,0.22,TamnoKirOmi08Mis
Tamagotchi no Narikiri Channel,2009,Role-Playing,0.0,0.0,0.15,0.0,0.15,TamnoNarCha09Rol
Tamagotchi no Narikiri Challenge,2010,Action,0.0,0.0,0.17,0.0,0.17,TamnoNarCha10Act
Tamagotchi no Pichi Pichi Omisecchi,2010,Action,0.0,0.0,0.13,0.0,0.13,TamnoPicPicOmi10Act
Tank Beat,2006,Strategy,0.01,0.01,0.0,0.0,0.03,TanBea06Str
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,2009,Adventure,0.0,0.0,0.01,0.0,0.01,TanJinSabDS:FusShi09Adv
Tantei Jinguuji Saburo DS: Kienai Kokoro,2008,Adventure,0.0,0.0,0.03,0.0,0.03,TanJinSabDS:KieKok08Adv
Tantei Jinguuji Saburo: Hai to Diamond,2009,Adventure,0.0,0.0,0.01,0.0,0.01,TanJinSabHaitoDia09Adv
Tantei Opera: Milky Holmes,2010,Adventure,0.0,0.0,0.02,0.0,0.02,TanOpeMilHol10Adv
Tanjou S Debut,1996,Simulation,0.0,0.0,0.06,0.0,0.06,TanSDeb96Sim
Tank! Tank! Tank!,2012,Action,0.02,0.01,0.05,0.0,0.07,TanTanTan12Act
Tao Adventure: Curse Demon,2005,Role-Playing,0.03,0.0,0.0,0.0,0.04,TaoAdvCurDem05Rol
Tao Feng: Fist of the Lotus,2003,Fighting,0.21,0.06,0.0,0.01,0.27,TaoFenFisoftheLot03Fig
Target: Terror,2008,Shooter,0.06,0.0,0.0,0.01,0.07,TarTer08Sho
Tatsunoko vs. Capcom: Cross Generation of Heroes,2008,Fighting,0.0,0.0,0.1,0.0,0.1,Tatvs.CapCroGenofHer08Fig
Tatsunoko vs. Capcom: Ultimate All-Stars,2010,Fighting,0.32,0.16,0.03,0.05,0.55,Tatvs.CapUltAll10Fig
Taz Wanted,2002,Platform,0.08,0.06,0.0,0.02,0.16,TazWan02Pla
Taz Wanted,2002,Platform,0.05,0.02,0.0,0.0,0.07,TazWan02Pla
Taz Wanted,2002,Platform,0.06,0.02,0.0,0.0,0.08,TazWan02Pla
Tearaway,2013,Adventure,0.17,0.39,0.0,0.19,0.75,Tea13Adv
Team Elimination Games,2009,Misc,0.08,0.0,0.0,0.01,0.09,TeaEliGam09Mis
Tear Ring Saga Yutona Eiyuu Senki,2001,Role-Playing,0.0,0.0,0.37,0.03,0.39,TeaRinSagYutEiySen01Rol
Tearaway Unfolded,2015,Platform,0.09,0.12,0.0,0.04,0.25,TeaUnf15Pla
Tears to Tiara Anecdotes: The Secret of Avalon,2009,Strategy,0.0,0.0,0.04,0.0,0.04,TeatoTiaAneTheSecofAva09Str
Tears to Tiara: Garland of the Earth,2008,Strategy,0.0,0.0,0.08,0.0,0.08,TeatoTiaGaroftheEar08Str
Tears to Tiara II: Heir of the Overlord,2013,Role-Playing,0.07,0.02,0.06,0.01,0.15,TeatoTiaII:HeioftheOve13Rol
Tears to Tiara: Kakan no Daichi Portable,2010,Adventure,0.0,0.0,0.01,0.0,0.01,TeatoTiaKaknoDaiPor10Adv
Technic Beat,2002,Misc,0.01,0.01,0.0,0.0,0.02,TecBea02Mis
Tecmo Bowl: Kickoff,2008,Sports,0.11,0.0,0.0,0.01,0.12,TecBowKic08Spo
Tecmo Classic Arcade,2005,Misc,0.05,0.01,0.0,0.0,0.06,TecClaArc05Mis
Tecmo's Deception,1996,Role-Playing,0.04,0.03,0.0,0.0,0.07,TecDec96Rol
Tecmo Super Bowl,1996,Sports,0.06,0.04,0.0,0.01,0.12,TecSupBow96Spo
Teddy Together,2016,Simulation,0.0,0.02,0.0,0.0,0.02,TedTog16Sim
Teenage Mutant Ninja Turtles (3DS),2013,Action,0.01,0.0,0.0,0.0,0.01,TeeMutNinTur(3D13Act
Teenage Mutant Ninja Turtles,2003,Action,0.26,0.07,0.0,0.01,0.34,TeeMutNinTur03Act
Teenage Mutant Ninja Turtles,2003,Action,0.45,0.35,0.0,0.12,0.92,TeeMutNinTur03Act
Teenage Mutant Ninja Turtles,2003,Action,0.67,0.25,0.0,0.02,0.93,TeeMutNinTur03Act
Teenage Mutant Ninja Turtles,2003,Action,0.22,0.06,0.0,0.01,0.3,TeeMutNinTur03Act
Teenage Mutant Ninja Turtles,2007,Action,0.0,0.01,0.0,0.0,0.01,TeeMutNinTur07Act
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,0.15,0.04,0.0,0.01,0.19,TeeMutNinTur2:BatNex04Act
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,0.1,0.03,0.0,0.0,0.13,TeeMutNinTur2:BatNex04Act
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,0.22,0.17,0.0,0.06,0.44,TeeMutNinTur2:BatNex04Act
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,0.23,0.09,0.0,0.01,0.32,TeeMutNinTur2:BatNex04Act
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,Action,0.05,0.0,0.0,0.0,0.06,TeeMutNinTur3:MutNig05Act
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,Action,0.03,0.01,0.0,0.0,0.04,TeeMutNinTur3:MutNig05Act
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,Action,0.09,0.02,0.0,0.0,0.12,TeeMutNinTur3:MutNig05Act
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,Action,0.1,0.08,0.0,0.03,0.2,TeeMutNinTur3:MutNig05Act
Teenage Mutant Ninja Turtles,1989,Action,3.38,0.44,0.31,0.04,4.17,TeeMutNinTur89Act
Teenage Mutant Ninja Turtles: Arcade Attack,2009,Action,0.12,0.0,0.0,0.01,0.13,TeeMutNinTurArcAtt09Act
Teenage Mutant Ninja Turtles: Danger of the Ooze,2014,Adventure,0.08,0.04,0.0,0.01,0.13,TeeMutNinTurDanoftheOoz14Adv
Teenage Mutant Ninja Turtles: Danger of the Ooze,2014,Adventure,0.11,0.09,0.0,0.02,0.22,TeeMutNinTurDanoftheOoz14Adv
Teenage Mutant Ninja Turtles: Danger of the Ooze,2014,Adventure,0.11,0.11,0.0,0.05,0.27,TeeMutNinTurDanoftheOoz14Adv
Teenage Mutant Ninja Turtles Double Pack,2006,Action,0.01,0.0,0.0,0.0,0.02,TeeMutNinTurDouPac06Act
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,2004,Misc,0.12,0.04,0.0,0.0,0.17,TeeMutNinTurGamBoyAdvVidVol104Mis
Teenage Mutant Ninja Turtles II: Back from the Sewers,1991,Action,0.0,0.0,0.06,0.0,0.06,TeeMutNinTurII:BacfrotheSew91Act
Teenage Mutant Ninja Turtles II: The Arcade Game,1990,Action,1.74,0.25,0.21,0.03,2.23,TeeMutNinTurII:TheArcGam90Act
Teenage Mutant Ninja Turtles III: The Manhattan Project,1991,Action,1.05,0.17,0.15,0.02,1.39,TeeMutNinTurIIITheManPro91Act
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action,0.04,0.02,0.0,0.01,0.07,TeeMutNinTurMutinMan16Act
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action,0.02,0.01,0.0,0.0,0.03,TeeMutNinTurMutinMan16Act
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action,0.01,0.02,0.0,0.0,0.03,TeeMutNinTurMutinMan16Act
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action,0.01,0.03,0.0,0.01,0.05,TeeMutNinTurMutinMan16Act
Teenage Mutant Ninja Turtles: Smash-Up,2009,Fighting,0.33,0.0,0.0,0.03,0.36,TeeMutNinTurSma09Fig
Teenage Mutant Ninja Turtles: Smash-Up,2009,Fighting,0.11,0.08,0.0,0.03,0.21,TeeMutNinTurSma09Fig
Teenage Mutant Ninja Turtles: Tournament Fighters,1992,Fighting,0.0,0.0,0.06,0.0,0.06,TeeMutNinTurTouFig92Fig
Teenage Mutant Ninja Turtles: Tournament Fighters,1992,Fighting,0.04,0.01,0.02,0.0,0.07,TeeMutNinTurTouFig92Fig
Teen Titans,2006,Action,0.25,0.07,0.0,0.01,0.33,TeeTit06Act
Teen Titans,2006,Action,0.12,0.1,0.0,0.03,0.25,TeeTit06Act
Teen Titans,0,Action,0.13,0.05,0.0,0.0,0.17,TeeTit0Act
Teenage Zombies: Invasion of the Alien Brain Thingys,2008,Adventure,0.03,0.0,0.0,0.0,0.04,TeeZomInvoftheAliBraThi08Adv
Tegami Bachi: Kokoro Tsumugu Mono e,2010,Role-Playing,0.0,0.0,0.02,0.0,0.02,TegBacKokTsuMone10Rol
Tekken 2,1996,Fighting,2.26,1.89,1.36,0.23,5.74,Tek296Fig
Tekken 3,1998,Fighting,3.27,2.22,1.4,0.29,7.16,Tek398Fig
Tekken 3D: Prime Edition,2012,Fighting,0.06,0.08,0.05,0.01,0.2,Tek3D:PriEdi12Fig
Tekken 4,2002,Fighting,1.55,1.27,0.33,0.29,3.44,Tek402Fig
Tekken 5,2005,Fighting,0.93,1.94,0.31,0.7,3.87,Tek505Fig
Tekken 6,2009,Fighting,0.15,0.04,0.1,0.03,0.32,Tek609Fig
Tekken 6,2009,Fighting,0.71,0.42,0.05,0.13,1.31,Tek609Fig
Tekken 6,2009,Fighting,1.2,0.98,0.17,0.43,2.78,Tek609Fig
Tekken,1995,Fighting,0.95,1.3,0.77,0.22,3.24,Tek95Fig
Tekken Advance,2001,Fighting,0.32,0.12,0.0,0.01,0.45,TekAdv01Fig
Tekken Tag Tournament,2000,Fighting,1.68,1.51,0.51,0.35,4.05,TekTagTou00Fig
Tekken Tag Tournament 2,2012,Fighting,0.09,0.07,0.01,0.01,0.19,TekTagTou212Fig
Tekken Tag Tournament 2,2012,Fighting,0.28,0.33,0.13,0.14,0.88,TekTagTou212Fig
Tekken Tag Tournament 2,2012,Fighting,0.19,0.12,0.01,0.03,0.35,TekTagTou212Fig
Tempest 3X,1995,Shooter,0.04,0.03,0.0,0.01,0.08,Tem3X95Sho
Tenkaichi * Sengoku Lovers,2010,Adventure,0.0,0.0,0.03,0.0,0.03,Ten*SenLov10Adv
Tenka-bito,2006,Strategy,0.0,0.0,0.03,0.0,0.03,Ten06Str
Tenchu 2: Birth of the Stealth Assassins,2000,Action,0.32,0.22,0.0,0.04,0.58,Ten2:BiroftheSteAss00Act
